11595,F,26,Single,Medium,Non-Automatic,24 months,Y,Y,Very Early
11596,F,55,Married,PrePaid,Non-Automatic,No Contract,N,Y,Early
11600,M,46,Single,PrePaid,Non-Automatic,No Contract,Y,N,Very Early
11611,M,43,Single,Low,Non-Automatic,36 Months,N,Y,Early
11620,F,64,Single,PrePaid,Non-Automatic,No Contract,N,Y,Very Early
11631,F,46,Married,PrePaid,Non-Automatic,No Contract,N,Y,Very Late
11634,M,62,Married,Low,Automatic,12 Months,Y,N,Very Late
11635,F,52,Married,PrePaid,Non-Automatic,No Contract,Y,Y,Early
11636,M,36,Married,Low,Automatic,No Contract,N,Y,Very Late
11658,M,19,Married,Low,Automatic,24 months,Y,Y,Very Early
11671,M,26,Single,PrePaid,Non-Automatic,No Contract,Y,N,Very Late
11678,F,44,Single,Low,Non-Automatic,No Contract,N,N,Late
11682,F,30,Single,Low,Non-Automatic,12 Months,N,N,Very Early
11686,F,21,Single,Heavy,Automatic,24 months,Y,Y,Very Early
11692,M,34,Married,Low,Non-Automatic,12 Months,N,N,Very Late
11702,F,57,Married,PrePaid,Non-Automatic,No Contract,Y,Y,Very Late
11704,M,36,Married,Medium,Automatic,24 months,Y,Y,Early
11707,F,55,Single,Low,Non-Automatic,24 months,N,Y,Early
11728,F,48,Married,Heavy,Automatic,12 Months,N,Y,Very Late
11733,M,42,Single,Heavy,Non-Automatic,36 Months,N,N,Early
11735,M,22,Married,Heavy,Non-Automatic,36 Months,N,Y,Late
11741,F,43,Married,Low,Non-Automatic,No Contract,N,Y,Late
11747,F,40,Single,Heavy,Automatic,24 months,Y,N,Early
11762,F,44,Single,Low,Automatic,12 Months,Y,N,Early
11770,F,30,Single,Low,Non-Automatic,24 months,N,N,Early
11771,M,32,Single,PrePaid,Non-Automatic,No Contract,N,N,Early
11772,F,26,Married,Medium,Automatic,24 months,Y,N,Late
11787,M,50,Married,Medium,Non-Automatic,24 months,Y,N,Late
11818,M,56,Married,Heavy,Automatic,24 months,Y,N,Very Early
11824,M,35,Single,Medium,Non-Automatic,12 Months,N,Y,Very Early
11841,M,18,Single,Heavy,Non-Automatic,No Contract,N,N,Very Early
11850,M,43,Married,Heavy,Automatic,36 Months,Y,Y,Early
11857,M,38,Married,Medium,Automatic,36 Months,N,Y,Early
11863,F,48,Married,Medium,Automatic,36 Months,N,N,Late
11878,F,62,Married,Heavy,Non-Automatic,36 Months,Y,Y,Late
11879,M,46,Single,Medium,Automatic,36 Months,Y,N,Late
11880,F,62,Married,Medium,Non-Automatic,12 Months,N,Y,Very Late
11887,M,60,Married,PrePaid,Non-Automatic,No Contract,N,Y,Late
11903,M,33,Single,Medium,Automatic,36 Months,Y,N,Late
11906,M,36,Single,Medium,Automatic,No Contract,N,N,Very Early
11909,F,41,Married,Heavy,Automatic,36 Months,N,N,Very Late
11913,M,55,Married,PrePaid,Non-Automatic,No Contract,Y,N,Late
11916,M,38,Married,Heavy,Automatic,No Contract,N,N,Late
11919,M,22,Single,Medium,Non-Automatic,No Contract,Y,Y,Late
11930,M,37,Single,Medium,Non-Automatic,24 months,N,Y,Early
11951,F,41,Married,Heavy,Non-Automatic,36 Months,Y,Y,Early
11957,F,61,Married,Medium,Automatic,36 Months,Y,N,Very Late
11964,F,64,Single,Low,Non-Automatic,36 Months,Y,N,Very Late
11976,F,61,Married,Medium,Non-Automatic,No Contract,N,N,Very Early
11978,M,48,Single,Heavy,Automatic,12 Months,N,N,Late
11979,M,50,Single,PrePaid,Non-Automatic,No Contract,N,N,Very Late
11983,M,48,Single,Medium,Automatic,12 Months,Y,N,Late
11984,F,41,Single,Medium,Non-Automatic,24 months,N,Y,Early
12010,F,58,Single,PrePaid,Non-Automatic,No Contract,Y,N,Very Late
12011,F,63,Married,Medium,Non-Automatic,12 Months,Y,Y,Late
12012,F,38,Single,Heavy,Automatic,36 Months,N,Y,Early
12014,M,38,Married,Medium,Automatic,12 Months,N,N,Late
12018,F,27,Married,Low,Automatic,12 Months,N,N,Very Late
12019,M,35,Married,PrePaid,Non-Automatic,No Contract,N,Y,Late
12046,M,41,Married,PrePaid,Non-Automatic,No Contract,N,N,Late
12047,M,22,Married,Heavy,Non-Automatic,24 months,Y,N,Late
12056,M,20,Married,Heavy,Non-Automatic,12 Months,Y,N,Very Late
12077,M,26,Married,Low,Non-Automatic,36 Months,N,N,Very Late
12098,F,63,Married,Heavy,Non-Automatic,No Contract,N,N,Very Early
12113,M,53,Married,Heavy,Non-Automatic,36 Months,N,N,Early
12120,F,34,Married,Medium,Automatic,24 months,Y,N,Early
12135,M,46,Married,PrePaid,Non-Automatic,No Contract,Y,Y,Very Early
12139,F,20,Single,Medium,Automatic,12 Months,N,N,Very Late
12143,F,61,Married,Heavy,Non-Automatic,No Contract,N,Y,Early
12183,M,21,Married,Medium,Automatic,No Contract,Y,N,Early
12217,M,37,Married,PrePaid,Non-Automatic,No Contract,Y,Y,Very Late
12220,F,54,Married,Medium,Automatic,36 Months,Y,Y,Very Late
12231,M,27,Married,PrePaid,Non-Automatic,No Contract,Y,N,Very Early
12240,M,41,Married,Low,Non-Automatic,36 Months,Y,N,Early
12241,M,25,Single,Medium,Non-Automatic,24 months,N,Y,Very Early
12257,M,64,Married,Low,Non-Automatic,No Contract,N,N,Very Late
12268,F,28,Single,Medium,Non-Automatic,36 Months,N,Y,Early
12269,M,60,Single,PrePaid,Non-Automatic,No Contract,N,N,Very Late
12270,F,38,Married,Medium,Automatic,36 Months,N,N,Early
12273,F,59,Married,Low,Automatic,24 months,N,N,Very Late
12300,F,59,Married,PrePaid,Non-Automatic,No Contract,Y,N,Very Late
12307,F,28,Married,Medium,Automatic,24 months,N,N,Very Early
12312,F,26,Married,PrePaid,Non-Automatic,No Contract,N,Y,Very Early
12318,M,36,Married,PrePaid,Non-Automatic,No Contract,N,Y,Early
12327,M,25,Single,Heavy,Automatic,No Contract,N,N,Very Late
12339,F,35,Married,Medium,Non-Automatic,12 Months,Y,N,Early
12341,F,24,Married,Heavy,Automatic,No Contract,Y,Y,Very Late
12343,M,61,Single,PrePaid,Non-Automatic,No Contract,Y,Y,Late
12348,M,55,Married,Heavy,Automatic,24 months,N,N,Late
12367,M,59,Single,Low,Non-Automatic,No Contract,N,Y,Very Early
12373,F,46,Single,Low,Non-Automatic,24 months,Y,N,Late
12375,F,38,Married,Low,Non-Automatic,36 Months,N,N,Very Late
12381,M,25,Married,Low,Automatic,No Contract,Y,Y,Very Early
12403,M,63,Married,Low,Automatic,36 Months,Y,Y,Early
12410,M,20,Single,PrePaid,Non-Automatic,No Contract,N,Y,Very Late
12412,F,22,Single,PrePaid,Non-Automatic,No Contract,N,N,Early
12415,M,39,Married,Low,Automatic,12 Months,Y,N,Very Early
12420,F,64,Single,Heavy,Automatic,24 months,Y,N,Very Early
12421,F,43,Married,Heavy,Non-Automatic,12 Months,Y,N,Early
12447,F,59,Married,Heavy,Automatic,No Contract,Y,Y,Very Late
12470,F,34,Single,Medium,Non-Automatic,No Contract,Y,N,Very Late
12477,F,20,Single,Heavy,Non-Automatic,12 Months,Y,N,Very Late
12488,F,56,Married,Medium,Automatic,24 months,N,Y,Early
12489,F,45,Married,PrePaid,Non-Automatic,No Contract,Y,Y,Very Late
12493,F,62,Single,PrePaid,Non-Automatic,No Contract,N,Y,Early
12494,M,52,Single,Medium,Automatic,12 Months,N,N,Late
12509,F,52,Married,Heavy,Non-Automatic,36 Months,N,N,Very Early
12511,F,31,Married,Heavy,Automatic,36 Months,Y,Y,Very Early
12515,M,30,Married,Heavy,Non-Automatic,24 months,N,Y,Very Early
12523,F,47,Single,Medium,Non-Automatic,36 Months,N,N,Late
12534,F,54,Single,Medium,Non-Automatic,12 Months,Y,Y,Early
12541,M,42,Married,Medium,Non-Automatic,No Contract,N,Y,Late
12544,F,53,Married,Medium,Non-Automatic,36 Months,N,Y,Late
12559,M,36,Married,Medium,Non-Automatic,36 Months,N,Y,Early
12564,F,26,Married,Medium,Automatic,24 months,N,N,Early
12573,F,57,Married,Low,Non-Automatic,24 months,N,Y,Early
12579,F,61,Single,Medium,Non-Automatic,36 Months,Y,Y,Very Late
12589,M,18,Single,PrePaid,Non-Automatic,No Contract,N,Y,Very Late
12599,M,40,Single,PrePaid,Non-Automatic,No Contract,N,N,Early
12605,F,36,Married,Heavy,Automatic,No Contract,N,Y,Very Late
12608,M,51,Single,PrePaid,Non-Automatic,No Contract,N,N,Very Late
12613,F,19,Married,PrePaid,Non-Automatic,No Contract,Y,Y,Early
12639,M,25,Single,PrePaid,Non-Automatic,No Contract,N,N,Late
12640,F,24,Married,PrePaid,Non-Automatic,No Contract,Y,Y,Early
12642,F,55,Married,Heavy,Non-Automatic,No Contract,Y,N,Very Early
12645,F,20,Married,Heavy,Automatic,12 Months,Y,N,Very Early
12658,M,42,Single,Heavy,Automatic,36 Months,N,N,Very Early
12664,M,38,Married,Medium,Automatic,24 months,Y,N,Very Early
12670,F,46,Single,Heavy,Non-Automatic,12 Months,N,Y,Late
12679,F,45,Single,PrePaid,Non-Automatic,No Contract,N,Y,Early
12681,F,22,Single,Low,Automatic,36 Months,Y,N,Very Late
12696,M,36,Married,Medium,Automatic,24 months,Y,N,Very Early
12700,M,33,Married,Low,Automatic,No Contract,Y,Y,Early
12706,M,59,Single,Low,Automatic,12 Months,N,Y,Very Early
12714,M,21,Single,Low,Automatic,36 Months,N,N,Very Early
12733,M,26,Married,PrePaid,Non-Automatic,No Contract,N,N,Very Late
12748,M,36,Single,PrePaid,Non-Automatic,No Contract,N,Y,Very Early
12758,M,24,Single,Heavy,Non-Automatic,12 Months,Y,Y,Very Early
12759,M,23,Single,Medium,Automatic,No Contract,Y,Y,Very Early
12768,F,51,Single,Low,Automatic,36 Months,N,N,Late
12772,F,61,Married,PrePaid,Non-Automatic,No Contract,N,N,Very Late
12791,M,49,Married,Medium,Automatic,No Contract,Y,N,Late
12803,M,54,Married,Heavy,Non-Automatic,36 Months,Y,N,Very Late
12804,M,62,Single,Medium,Non-Automatic,12 Months,N,Y,Early
12820,M,42,Married,Medium,Automatic,12 Months,Y,Y,Early
12830,M,18,Single,Medium,Non-Automatic,No Contract,N,Y,Very Late
12838,F,34,Single,Medium,Automatic,24 months,N,N,Late
12853,F,60,Married,Medium,Automatic,24 months,N,N,Early
12854,F,56,Single,Heavy,Automatic,24 months,N,Y,Very Early
12858,F,27,Single,PrePaid,Non-Automatic,No Contract,N,N,Very Early
12870,F,19,Married,Low,Non-Automatic,12 Months,Y,N,Early
12871,F,35,Single,PrePaid,Non-Automatic,No Contract,N,N,Late
12882,F,44,Single,Medium,Automatic,36 Months,Y,Y,Early
12887,F,30,Married,Low,Non-Automatic,36 Months,Y,Y,Early
12902,F,63,Single,PrePaid,Non-Automatic,No Contract,Y,Y,Very Early
12909,F,59,Single,PrePaid,Non-Automatic,No Contract,N,N,Very Late
12918,F,38,Single,Medium,Non-Automatic,No Contract,N,Y,Late
12919,F,58,Single,Heavy,Non-Automatic,No Contract,N,N,Early
12921,M,40,Single,PrePaid,Non-Automatic,No Contract,N,N,Late
12924,F,62,Married,Medium,Non-Automatic,No Contract,Y,Y,Very Early
12928,M,34,Single,Low,Automatic,No Contract,Y,N,Very Late
12936,M,64,Single,Low,Automatic,24 months,N,Y,Late
12975,M,18,Single,PrePaid,Non-Automatic,No Contract,N,Y,Very Early
12985,M,32,Married,Medium,Non-Automatic,12 Months,Y,N,Very Early
13001,M,51,Married,Low,Non-Automatic,12 Months,N,N,Late
13003,M,39,Married,Medium,Non-Automatic,No Contract,N,N,Late
13010,F,63,Single,Medium,Automatic,No Contract,Y,N,Early
13025,F,45,Single,Heavy,Automatic,36 Months,Y,Y,Early
13042,M,57,Single,PrePaid,Non-Automatic,No Contract,N,Y,Early
13043,M,58,Single,Medium,Automatic,No Contract,N,Y,Very Early
13044,F,18,Single,Low,Automatic,No Contract,Y,N,Late
13059,M,59,Married,Medium,Non-Automatic,24 months,Y,N,Late
13071,M,53,Single,Medium,Automatic,12 Months,Y,N,Late
13101,F,64,Married,Low,Automatic,24 months,N,N,Very Late
13103,M,25,Single,PrePaid,Non-Automatic,No Contract,N,Y,Very Early
13108,M,21,Married,Medium,Automatic,24 months,N,Y,Very Early
13110,M,43,Married,Low,Automatic,No Contract,N,Y,Late
13113,M,19,Single,PrePaid,Non-Automatic,No Contract,N,Y,Early
13117,F,50,Married,Medium,Automatic,No Contract,N,Y,Early
13129,F,26,Single,Medium,Non-Automatic,12 Months,Y,N,Very Early
13131,M,32,Married,Low,Automatic,No Contract,N,N,Early
13132,F,28,Single,Heavy,Non-Automatic,36 Months,Y,Y,Very Early
13141,M,53,Married,Heavy,Non-Automatic,24 months,Y,Y,Very Late
13145,F,18,Married,Medium,Automatic,36 Months,N,N,Late
13165,M,24,Single,PrePaid,Non-Automatic,No Contract,N,N,Early
13168,M,48,Single,PrePaid,Non-Automatic,No Contract,N,Y,Early
13192,M,61,Married,PrePaid,Non-Automatic,No Contract,N,Y,Late
13198,F,27,Single,Medium,Automatic,12 Months,N,N,Late
13200,F,50,Single,Medium,Automatic,36 Months,N,Y,Late
13201,M,33,Married,Medium,Non-Automatic,12 Months,Y,Y,Very Early
13207,F,20,Married,Heavy,Automatic,No Contract,N,N,Early
13216,M,53,Single,Medium,Automatic,No Contract,Y,N,Late
13218,M,52,Single,Low,Non-Automatic,24 months,Y,Y,Very Late
13224,F,23,Single,Heavy,Non-Automatic,12 Months,Y,Y,Very Early
13225,F,23,Single,Medium,Non-Automatic,12 Months,Y,Y,Very Early
13229,F,31,Married,Low,Non-Automatic,12 Months,Y,Y,Very Early
13230,M,47,Married,Medium,Non-Automatic,24 months,N,N,Late
13252,F,46,Single,Heavy,Automatic,36 Months,Y,N,Very Late
13280,M,45,Single,PrePaid,Non-Automatic,No Contract,N,Y,Very Early
13289,M,39,Married,PrePaid,Non-Automatic,No Contract,N,N,Very Early
13304,M,47,Married,Medium,Non-Automatic,24 months,N,N,Late
13309,M,40,Married,Low,Non-Automatic,No Contract,N,N,Very Late
13328,M,45,Single,Heavy,Automatic,No Contract,N,N,Very Late
13329,F,34,Single,Low,Non-Automatic,24 months,Y,Y,Very Early
13337,F,21,Married,PrePaid,Non-Automatic,No Contract,Y,Y,Very Early
13340,F,60,Married,Low,Automatic,24 months,Y,Y,Very Early
13348,M,57,Single,Heavy,Automatic,No Contract,Y,N,Very Early
13366,F,63,Married,Heavy,Non-Automatic,24 months,Y,Y,Very Early
13370,M,22,Married,PrePaid,Non-Automatic,No Contract,Y,N,Late
13389,F,53,Single,PrePaid,Non-Automatic,No Contract,N,N,Late
13398,F,57,Married,PrePaid,Non-Automatic,No Contract,Y,N,Very Late
13412,F,41,Married,Medium,Non-Automatic,No Contract,N,Y,Very Late
13427,M,56,Single,PrePaid,Non-Automatic,No Contract,N,N,Very Late
